examen	archivo	n	tema	ubicacion	enunciado_completo_extraido
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	5	Java	Pregunta 5 · código en imagen	¿Cuál es el resultado del siguiente código?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	6	Java	Pregunta 6 · código en imagen	¿Cuál es el resultado del siguiente código?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	7	Java	Pregunta 7 · código en imagen	¿Cuántos de los fragmentos de código, si compilan?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	8	Java	Pregunta 8 · código en imagen	¿Qué afirmación es correcta?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	9	APX	Pregunta 9	. ¿Cuál es la ubicación de archivos temporales utilizados en Batch?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	10	APX	Pregunta 10	Los archivos objeto del procesamiento Batch de APX son de naturaleza estrictamente ____________ y este archivo no es, en ningún caso, un mecanismo de persistencia de información a largo plazo:
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	11	APX	Pregunta 11	¿Cuáles son los campos que definen a una transacción en APX?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	12	Java	Pregunta 12	¿Cuáles son tres malas prácticas?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	13	Java	Pregunta 13 · código en imagen	¿Cuál es el resultado del siguiente código?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	14	Java	Pregunta 14 · código en imagen	¿Cuál es el resultado?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	15	Herramientas/general	Pregunta 15	El archivo pom.xml es el archivo de configuración para:
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	16	APX	Pregunta 16	¿Cuál definición de APX es incorrecta?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	17	APX	Pregunta 17	Son dos de los protocolos físicos que APX admite en una solicitud.
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	18	APX	Pregunta 18	¿Cuáles son los protocolos físicos disponibles en APX? Selecciona 2
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	19	Herramientas/general	Pregunta 19	Un ________ proporciona una solución a un problema de diseño. Debe cumplir con diferentes características, como la efectividad al resolver problemas similares en ocasiones anteriores. Por lo tanto, debe ser reutilizable, es decir, aplicable a diferentes problemas en diferentes circunstancias
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	20	APX	Pregunta 20	¿Cuáles son ejemplos de Patrones de diseño para APX?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	21	APX	Pregunta 21	¿Qué patrones de la siguiente lista son obligatorios del Data Transfer Object (DTO) en APX?
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	22	APX	Pregunta 22	Selecciona dos aplicaciones que justifican el uso del patrón Data Transfer Object (DTO) es obligatorio cuando
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	23	APX	Pregunta 23	Encapsula la lógica empresarial y el acceso a los datos. Publica su interfaz para que pueda ser utilizada por terceros.
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	24	Java	Pregunta 24	Indica a JUnit que la propiedad que usa esta anotación es una simulación y, por lo tanto, se inicializa como tal y es susceptible de ser inyectada por @InjectMocks.
02 - Quiz Desarrollo APX 1.docx	java/02 - Quiz Desarrollo APX 1.docx	25	APX	Pregunta 25	En un Batch cuál es el step donde el desarrollador introducirá la lógica empresarial necesaria
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	1	Herramientas/general	Pregunta 1	En Git, ¿cuál es el comando para crear una rama?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	2	Herramientas/general	Pregunta 2	En Git, ¿cuál es el comando para crear un commit?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	3	Herramientas/general	Pregunta 3	En Git, ¿cuál es el comando para cambiar de rama?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	4	Herramientas/general	Pregunta 4	¿Cuál es el comando para compilar un proyecto Maven?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	5	Herramientas/general	Pregunta 5	¿Qué comando se utiliza para instalar el paquete en el repositorio local de Maven?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	6	Herramientas/general	Pregunta 6	¿Cuál es el comando para ejecutar las pruebas en un proyecto Maven?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	7	Java	Pregunta 7 · código en imagen	Dado el siguiente código. ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	8	Java	Pregunta 8 · código en imagen	Dado el siguiente código. ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	9	Java	Pregunta 9 · código en imagen	¿Cuál será la salida del siguiente fragmento de código?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	10	Java	Pregunta 10 · código en imagen	¿Qué ocurrirá si ejecutas el siguiente código?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	11	Java	Pregunta 11 · código en imagen	¿Cuál será la salida del siguiente código?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	12	Java	Pregunta 12 · código en imagen	¿Qué ocurre cuando ejecutas este fragmento de código?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	13	Java	Pregunta 13 · código en imagen	Dado el siguiente código. ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	14	Java	Pregunta 14 · código en imagen	Dado el siguiente código, ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	15	Java	Pregunta 15 · código en imagen	Dado el siguiente código. ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	16	Java	Pregunta 16 · código en imagen	Dado el siguiente código. ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	17	Java	Pregunta 17 · código en imagen	Dado el siguiente código. Con que se necesita remplazar línea 1, línea 2 y línea 3 para que la salida sea Shape: Constructor, Square: foo y Shape: foo
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	18	Java	Pregunta 18 · código en imagen	Dado el siguiente código. ¿Cual será el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	19	Java	Pregunta 19 · código en imagen	Dado el siguiente código. ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	20	Java	Pregunta 20 · código en imagen	Dado el siguiente código. ¿Cuál es el resultado?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	21	APX	Pregunta 21	¿Cuál es el comando para agregar un DTO en una Deployment Unit?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	22	APX	Pregunta 22	Si un DTO cambia es necesario cambiar el serial versión
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	23	APX	Pregunta 23	¿Cuál es el comando para agregar una libreria en una Deployment Unit?
03 - Quiz Desarrollo APX 2.docx	java/03 - Quiz Desarrollo APX 2.docx	24	APX	Pregunta 24	¿Como se agrega jdbc en una librería apx?
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	1	Herramientas/general	pág 1 izq	¿Qué acción realiza el archivo de dependencia pom.xml? Revisa que versiones de dependencias se tienen con otros proyectos. Elimina las dependencias con otros proyectos. v Recupera todas las dependencias con otros proyectos. Modifica las dependencias que se tienen con otros proyectos.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	2	APX	pág 1 der	¿Qué causas no corresponde al antipatron Contenedor Mágico? • Reparto de responsabilidades incorrecto. • Falta de cumplimiento de la arquitectura. • Intervención demasiado limitada. Desacoplamiento entre librerias.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	3	APX	pág 2 izq	Selecciona las tres respuestas que describen las mejores prácticas establecidas para acceder a Datos: En el caso de procesos Batch no deben existir cesiones de ficheros entre UUAAs. Una UUAA puede acceder a datos de terceros a través de librerías APX que el dueño del dato proporcione.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	4	APX	pág 2 der	Las partes de un campo variable definidos por la cadena NMM son: N es el orden de la variable literal (1 o 4), MM la longitud máxima del campo informado en la variable (15 es el máximo). N es el orden de la variable literal (1 y 4), MM la longitud máxima del campo informado en la variable (15 es el máximo). N es el orden de la variable literal (1 o 2), MM la longitud máxima del campo informado en la variable (15 es el máximo). N es el orden de la variable literal (1 o 2), MM la longitud máxima del campo informado en la variable (20 es el máximo).
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	5	APX	pág 3 izq	El objeto _ _ no debe manejarse directamente. No debe crear instancias, abrir o cerrar explicitamente conexiones a la base de datos. O Datasource. O UPA. • JDвС ODaibee
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	6	APX	pág 3 der	En un Batch cual es el step donde el desarrollador introducirá la lógica empresarial necesaria: O itemWriter. Task. O chunk • JobLauncher.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	7	APX	pág 4 izq	El identificador único para la ejecución de transacciones/Job se genera automáticamente como ultimo paso cuando se invoca las transacciones en linea/Batch. El resultado de la transacción se puede propagar para la correlación en las otras capas. • Falso: Verdadero.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	8	Herramientas/general	pág 4 der	Unl proporciona una solución a un problema de diseño. Debe cumplir con diferentes características, omo la efectividad al resolver problemas similares en ocasiones anteriores. Por lo tanto, debe ser reutilizable, es decir, aplicable a diferentes problemas en diferentes circunstancias. Reutilización de código. Patrón de diseno. Metodología. Antipatron.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	9	Java	pág 5 izq	Given: import java.utiliẠi public class App ( public static void main(String[] args) ( List p = new ArrayList(): p.add(7); p.add(1); p.add(5); p.add(1); p.remove(1); System.out.printin(p): What is the result? O1.5I O17.1 O 17.1.5. 11 (7. 5, 1]
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	10	APX	pág 5 der	Para enviar un aviso desde una biblioteca o desde la transacción, cualquiera que sea el tipo, el método utilizado es • addAdvice OaddEnor. OaddWaming
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	11	APX	pág 6 izq	Cualquier documento utilizado (.dll, .txt, etc.) se almacenará en el sistema de archivos compartido del nodo Batch (generalmente .) y luego se eliminará periódicamente: /temporalFiles/datent. /fichtemporal/datent. /fichtemcomp/datent. /datentJobs/datent.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	12	Java	pág 6 der	Givens 1. public class Blip ( protected int blipvert(int x) ( retur 0; ) class Vert extends Blip ( // insert code here 5. 6. } Which five methods, inserted independently at line 5, will compile? (Choose five.) Protected int blipvert(long x) { return 0; ). Protected long blipvert(long x) { return 0; ). Private int blipvert(int x) { retum 0; ). Public int blipvert(int x) {retum 0:.). Protected long blipvert(int x, int y) ( return 0;). Protected long blipvert(int x) { return 0; }. Private int blipvert(long x) { retur 0; ).
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	13	APX	pág 7 izq	Los componentes de seguridad lógica que dan servicio a la arquitectura no están acoplados a la Arquitectura APX. Verdadero. Falso
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	14	APX	pág 7 der	La información utilizada en la lógica de negocio de la transacción debe incluirse en. O Los archivos locales. • Los parámetros de entrada. O Las variables locales. • Las variables globales.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	15	APX	pág 8	¿Cuáles son las acciones posteriores a la ejecución de la lógica de negocio en la capa de Arquitectura de control? Validation of Exit Code, Commit Control, Electronic Journal, Business Event Notification, Monitorization. Validation of Exit Code, Commit Control, ROP Writing, Business Event Notification, Monitorization. Validation of Exit Code, Commit Control, ROP Writing, Operations Registry, Monitorization. ) Validation of Exit Code, Commit Control, ROP Writing, Business Event Notification, Unique identifier.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	16	Java	pág 9	1. class Super protected superunt a thstaacp class Sub extends Super ( 12 public Sub(int a) (super(a):) H KNESO/BH Which two, independently, will allow sub to compile/ (Cnoose two.) Change line 2 to: public int a: Change line 13 to; public Sub) ( super(5); )[ Change line 2 to: protected int a; Change line 13 to: public Sub() ( this(5); ) Change line 13 to: public Sub() (super(a):)
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	17	APX	pág 10 izq	Selecciona las únicas excepciones que pueden ser capturadas y administradas por las aplicaciones, típicas de АРХ: com.bbva.apx.exception.business.NullPointerException. com.bbva.apx.exception.business.IOException. com.bbva.apx.exception.io.network.TimeoutException. com.bbva.apx.exception.business.BusinessException.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	18	Java	pág 10 der	Given public static void main(String[] args) { int [l] array2D = {{0, 1,2), {3,4, 5, 6l . System.out.print(array2D[0].length + *** ); System.out.print(array2D[1].getClass().isArray() +***); System.out.printIn(array2D[0][1]); What is the result? O ЗКaвeЗ Ostaset Oztasot • 3true1 O2103
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	19	Java	pág 11 izq	Which two statements are true? An interface CANNOT be extended by another interface. An abstract class can be extended by a concrete class. An abstract class CANNOT be extended by an abstract class. An interface can be extended by an abstract class. An abstract class can implement an interface. An abstract class can be extended by an interface.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	20	Java	pág 11 der	Given: class Alpha ( String getType() { return "alpha"; } ) class Beta extends Alpha { String getType() { return "beta"; }) public class Gamma extends Beta ( String getType() { return "gamma"; ) public static void main(String[] args) { Gamma g1 = new Alpha(): Gamma g2 = new Beta(); System.out.println(g1.getType() + "" + g2.getType()); What is the result? • Gamma gamma. O Beta bela. O Alpha beta. • Compilation fails.
Examen Diagnóstico APX 4.pdf	apx/examenes/Examen Diagnóstico APX 4.pdf	21	Java	pág 12	Which three are bad practices? Checking for an IOException and ensuring that the program can recover if one occurs. Checking for ArraylndexOutOfBoundsException and ensuring that the program can recover if one occurs. Checking for FileNotFoundException to inform a user that a filename entered is not valid. Checking for Error and, if necessary, restarting the program to ensure that users are unaware problems. Checking for ArraylndexOutOfBoundsException when iterating through an array to determine when all elements .- have been visited.
